gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,AvgCharges,ChargeDifference,ServiceCoverageRatio,CustomerValue,ContractRisk,EarlyLifecycle,SupportGap,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1,0,0,0,-1.163896992279451,1,0,0,0,0,0,0,1,0.16776357714287476,-0.8943280333939907,-0.1948324617251774,1.2445417993008414,0.0,-0.8891739517854644,2,1,1,False,False,True,False,True,False,False
1,1,1,0,0.8735729234982674,1,0,0,0,0,0,0,1,-1.5295744542264298,-0.5584726055532224,-1.3281003348525287,-0.6177597269052838,0.0,-0.5622880038035923,0,0,1,False,False,False,True,False,False,True
1,0,1,1,1.607062093178246,1,1,1,1,1,1,1,1,1.7471847785442531,2.6400207636427258,1.7829306720045106,-0.21326408693015897,1.0,2.712246121054782,0,0,0,False,True,True,False,False,False,False
1,0,0,0,-1.2861451872261143,1,0,1,1,0,0,0,1,0.5746596805533245,-0.9754572037412895,-0.5950280911136238,4.013011242697028,0.3333333333333333,-0.976229165223242,2,1,1,False,False,True,False,False,True,False
0,0,1,1,1.4848138982315828,1,1,1,1,1,1,1,1,1.6392327511088276,2.357387126316897,1.6419257055369227,-0.09348714153758231,1.0,2.458404731897281,0,0,0,False,True,True,False,False,False,False
0,1,1,0,0.6698259319204956,1,0,1,0,0,0,1,0,0.8320837459762621,0.9868271361404671,1.0343865749041758,-0.7419028809791431,0.3333333333333333,0.9285820145018338,2,0,1,False,True,True,False,True,False,False
0,1,0,0,0.832823525182713,0,0,1,1,0,1,1,1,-0.35040615454716717,0.24290868193205506,-0.21178148167308128,-0.46110193767655294,0.6666666666666666,0.2570383619797964,2,0,1,True,False,False,False,False,True,False
0,0,1,1,0.7105753302360499,1,0,0,0,0,0,0,0,-1.3302784035764135,-0.4572369371377278,-1.1321896528855562,-0.6162941795012049,0.0,-0.4636635528043516,0,0,1,False,True,False,True,False,False,True
1,1,0,0,-1.2861451872261143,1,0,0,0,0,0,0,1,0.20430118642871137,-0.9803574759480739,-0.7774557798986269,3.3825285161065977,0.0,-0.9811339940753452,2,1,1,False,False,True,False,False,True,False
1,0,0,0,0.9550717201293761,1,0,1,0,0,0,0,1,0.29398440922121827,0.7871245629778851,0.40805868605272394,-0.4093456873123835,0.16666666666666666,0.8067970936314509,2,0,1,False,False,True,False,False,True,False
0,0,1,0,1.5663126948626918,1,0,0,0,0,0,0,0,-1.466464038187258,-0.3349279008015778,-1.2417737874900534,-0.7012372163268609,0.0,-0.36123401036379316,1,0,1,False,False,False,True,False,True,False
0,0,1,1,1.1180693133915935,1,0,0,0,0,0,0,0,-1.476428840719759,-0.4820239642644215,-1.2951277062964737,-0.5507696994814139,0.0,-0.47004202978690734,0,0,1,False,False,False,True,False,False,True
0,0,0,0,-1.041648797332788,1,0,0,0,0,0,0,1,-0.6759230372755272,-0.8698925953045551,-0.6224331475006085,-0.15015384656041217,0.0,-0.8749433496899006,2,1,1,False,False,False,False,False,False,False
1,1,0,0,-1.1231475939638966,1,0,1,0,0,1,0,1,0.6543781008133313,-0.8391285545444742,0.19903682628836344,1.5400864675501071,0.3333333333333333,-0.8261370033992416,2,1,1,False,False,True,False,False,True,False
0,0,1,1,-0.14516203439059186,1,1,0,0,0,1,1,0,0.9848773848079415,0.15263819661604638,0.9479992926813229,0.07687648054815997,0.5,0.1950131720114961,2,0,0,False,False,True,False,True,False,False
1,0,1,1,1.4440644999160286,1,0,1,0,1,1,1,1,1.2871430616271327,2.0821148844586594,1.3968209650139956,-0.4451535469625569,0.6666666666666666,2.0910264524502877,0,0,0,False,True,True,False,True,False,False
1,0,1,1,-0.5119066192305812,1,1,0,0,0,1,1,0,0.3653988273708076,-0.31339307226952123,0.5340524409693427,-0.6016430252110645,0.5,-0.3437921750287357,1,0,0,False,True,False,False,False,False,False
1,0,0,0,-0.6749042124927986,1,0,1,0,1,0,0,1,-0.36867495919008547,-0.6450294316631927,-0.33594323845773966,-0.09419039694350848,0.3333333333333333,-0.6330671035617449,2,0,0,False,False,False,False,False,False,True
0,0,0,0,1.5663126948626918,1,1,1,1,1,0,1,0,0.5181924662024865,1.4970487521464078,0.6526973119515176,-0.49146898479683615,0.8333333333333334,1.5049104019980653,0,0,0,False,True,False,False,False,False,False
0,0,1,0,-0.022913839443928746,1,0,1,0,0,1,1,1,1.1243846202629524,0.3709530144384772,1.1778844576736922,-0.2426400679701651,0.5,0.3790432303323359,2,0,1,False,True,True,False,True,False,False
0,0,0,0,-1.163896992279451,1,0,0,0,0,0,0,1,-1.4714464394535083,-0.9748199486112594,-1.39345600256727,-0.1939766369736483,0.0,-0.9760092177410848,2,1,1,False,False,False,True,True,False,False
0,0,0,1,0.14008375381828872,1,0,1,0,0,1,1,1,0.9865381852300249,0.5320686907619863,1.1648651547848958,-0.6669724044678629,0.5,0.487257391553626,2,0,1,False,False,True,False,False,True,False
1,0,1,0,1.607062093178246,1,1,0,1,0,1,1,1,1.345271076400054,2.303857695394357,1.4400620949379859,-0.3966885106129579,0.6666666666666666,2.329009628144263,0,0,0,False,True,True,False,False,True,False
1,1,1,1,-0.06366323775948311,1,0,0,1,1,1,1,1,1.1260454206850363,0.2678495292625492,1.0354705062388854,0.2552069647620229,0.6666666666666666,0.33624145030456565,2,0,0,False,False,True,False,False,True,False
1,0,0,0,1.3218163049693654,1,1,1,0,1,0,0,1,0.8254405442879281,1.5570166573137367,0.9561898224237555,-0.4942677032461659,0.5,1.5566640445496296,1,0,0,False,True,True,False,False,True,False
1,0,0,0,-1.1231475939638966,1,0,0,0,0,1,0,1,0.6709861050341659,-0.8029588323365506,0.6478798393528108,0.04539946549865237,0.16666666666666666,-0.8250372659884561,2,1,1,False,True,True,False,False,True,False
0,0,0,0,-0.6749042124927986,0,1,1,1,1,1,0,0,-0.33711975117049947,-0.6089915553442409,-0.1781055124712424,-0.5322519906758205,0.8333333333333334,-0.6263807001041694,0,0,0,True,False,False,False,False,False,True
1,0,0,0,-0.9194006023861249,1,0,1,0,0,0,0,1,0.49992366155956847,-0.6465456593863681,0.5295832051794126,-0.12817819506286546,0.16666666666666666,-0.6602966018527932,2,1,1,False,True,True,False,False,False,False
1,0,0,1,0.6698259319204956,1,0,0,0,0,0,0,0,-1.4797504415639258,-0.5613072921661155,-1.270975852052065,-0.6455492876060412,0.0,-0.5716357717952688,0,0,1,False,False,False,True,True,False,False
1,1,0,0,0.4253295420271693,0,1,1,0,0,0,0,1,-1.0479423318222238,-0.35228760951619487,-0.8258329554202922,-0.7138100305852032,0.3333333333333333,-0.379709598864989,2,0,0,True,False,False,False,True,False,False
0,0,0,0,-1.2861451872261143,0,0,0,0,0,0,0,1,-1.3468864077972482,-1.0008814859980137,-1.5415251131954564,0.7418519841090089,0.0,-1.0016770889088178,2,1,1,True,False,False,False,False,False,True
1,0,1,0,-1.163896992279451,1,1,1,0,0,0,0,0,-0.34210215243674985,-0.9083256719398274,-0.4032745025431987,0.2289839724341023,0.3333333333333333,-0.9161835025943554,2,1,0,False,False,False,False,False,False,True
0,0,0,0,-1.2453957889105598,1,0,0,0,0,0,0,1,0.1760675792532921,-0.9483408992427612,-0.37087927170962876,1.8812445348531501,0.0,-0.950583288803725,2,1,1,False,False,True,False,False,True,False
0,0,1,1,1.5255632965471373,1,0,1,1,1,1,1,1,0.6344484957483293,1.6163692816658644,0.8143649327958793,-0.6543847267127102,0.8333333333333334,1.5772291341313178,0,0,0,False,True,False,False,False,True,False
1,0,0,0,0.14008375381828872,1,0,1,0,1,0,1,1,0.18935398262996006,0.0923406767262878,0.27998805376036573,-0.32296158940179576,0.5,0.10718814238616867,1,0,0,False,True,False,False,False,False,True
1,0,1,1,1.3625657032849199,1,1,1,1,0,1,1,0,1.469831108056314,2.10103476952611,1.5174994410598375,-0.24022582165627362,0.8333333333333334,2.159430119401144,0,0,0,False,True,True,False,False,False,False
1,0,1,1,1.4033151016004741,1,1,1,0,1,1,0,0,0.29896681048746887,1.1279681602847522,0.40117819040237107,-0.3686025570263921,0.6666666666666666,1.1685667122834384,0,0,0,False,True,False,False,True,False,False
0,0,0,0,0.01783555887162562,1,0,0,0,0,0,0,0,-1.4830720424080928,-0.7084912528882737,-1.2777243772631464,-0.6335350243064118,0.0,-0.7170210575011075,0,0,1,False,False,False,True,False,False,True
1,0,0,0,-0.38965842428391806,1,1,0,0,0,1,0,1,0.8320837459762621,-0.05802955964602149,1.016825523846248,-0.6812106723208138,0.3333333333333333,-0.10134406544697165,2,0,0,False,True,True,False,False,False,False
1,0,0,0,0.058584957187179994,1,0,1,0,0,0,0,1,0.2973060100653855,0.0978342554334451,0.4186200840597291,-0.43453750305773536,0.16666666666666666,0.09359538798886026,2,0,1,False,False,True,False,True,False,False
0,0,0,1,-0.8786512040705705,1,0,0,0,0,0,1,0,0.7042021134758353,-0.6190777658505816,0.4940842990318215,0.690018576093353,0.16666666666666666,-0.5953241156235877,2,1,1,False,True,True,False,False,True,False
1,0,1,1,0.6698259319204956,1,1,1,1,1,1,1,1,0.7374181219175047,0.8979410326586621,0.9020242428619633,-0.6067590498983251,1.0,0.8671506827353577,1,0,0,False,False,False,False,False,False,True
1,0,1,0,-1.0008993990172337,1,0,0,0,0,0,1,1,0.6709861050341659,-0.7358932234795743,0.3395615930355555,1.1109686775538308,0.16666666666666666,-0.7126001131097499,2,1,1,False,True,True,False,True,False,False
1,0,1,0,0.5475777369738324,0,0,0,0,0,1,1,1,-0.6991742431846956,-0.1292043653759515,-0.5436468739307855,-0.501608414836777,0.3333333333333333,-0.12309687143230821,2,0,1,True,False,False,False,False,True,False
1,1,1,0,1.607062093178246,1,0,1,1,1,1,1,1,1.5213159211409015,2.452513935210033,1.5916836091133706,-0.3213202824696449,0.8333333333333334,2.496873546526557,0,0,0,False,True,True,False,True,False,False
1,0,0,0,-1.2861451872261143,1,0,0,0,0,0,0,0,-1.4648032377651747,-1.0024416623508463,-1.5996074715081707,0.5411153312483784,0.0,-1.003238716032133,2,1,1,False,False,False,True,False,False,True
1,0,1,1,-1.2046463905950056,1,0,1,0,0,1,0,1,-0.2092381186700724,-0.9375295363470757,-0.5623056357261793,1.2309708706567426,0.3333333333333333,-0.9349670175705713,2,1,1,False,False,False,False,True,False,False
0,0,1,1,-0.022913839443928746,0,0,0,1,1,0,0,1,-0.9549375081855498,-0.5057562242793411,-0.8001879704973291,-0.48578587284360375,0.3333333333333333,-0.502154362181843,1,0,0,True,False,False,False,False,False,True
1,0,0,0,0.01783555887162562,1,0,1,0,1,0,0,1,0.4966020607154017,0.16832785740368753,0.642410056368929,-0.5294247138749667,0.3333333333333333,0.148164358312035,1,0,0,False,False,True,False,False,False,False
1,1,1,0,-0.30815962765280935,1,0,1,1,0,1,1,1,1.1127590173083683,0.09346136678254796,1.2230818724518515,-0.438427338832098,0.6666666666666666,0.0708088288373853,2,0,1,False,False,True,False,False,True,False
1,0,1,0,1.607062093178246,1,1,1,1,1,1,1,1,0.8619781535737647,1.8312341320602008,0.9580110192714403,-0.37616170644237423,1.0,1.8681756635287214,0,0,0,False,True,False,False,False,False,False
0,0,1,1,0.058584957187179994,1,0,0,0,0,1,0,0,0.44179564678664707,0.1153477843518627,0.455876936836577,-0.07135360315375555,0.16666666666666666,0.15865585321092832,2,0,1,False,False,True,False,False,True,False
0,0,0,0,-1.2861451872261143,1,0,0,0,0,0,0,1,-0.6709406360092768,-0.9919379398627615,-1.2085741296282086,1.892553642056566,0.0,-0.992725226385024,2,1,1,False,False,False,False,False,True,False
1,0,0,1,-0.4711572209150268,1,0,0,0,0,0,0,0,-1.469785639031425,-0.812891222639091,-1.2689619336614015,-0.6185822074291686,0.0,-0.8207482900863927,2,0,1,False,False,False,True,False,False,True
0,0,0,0,-0.7564030091239073,1,0,0,0,0,0,0,0,-1.4814112419860093,-0.8904605539841519,-1.3401184002857354,-0.4122424059995731,0.0,-0.886798518978168,1,0,1,False,False,False,True,False,False,False
0,0,0,0,-0.38965842428391806,1,1,0,1,0,1,1,1,1.160922229548789,-0.0039947194824224265,1.1844599359248436,-0.14096519695763635,0.6666666666666666,-0.0011799820726314057,1,0,0,False,False,True,False,True,False,False
0,1,1,0,0.26233194876495186,1,0,1,1,0,1,1,1,1.3502534776663047,0.8714839576049926,1.5636722907960914,-0.8069302473987843,0.6666666666666666,0.80008869542566,2,0,1,False,True,True,False,False,True,False
1,1,1,0,1.3625657032849199,1,0,1,1,1,1,1,1,1.4316326983483942,2.1447416817202525,1.5660703095416486,-0.5381448397761084,0.8333333333333334,2.126042091609697,1,0,0,False,True,True,False,True,False,False
0,0,0,1,0.7920741268671586,1,0,0,0,0,0,0,0,-1.3086879980893285,-0.42513246317310055,-1.1176303998438581,-0.5931027695017471,0.0,-0.4268443442912542,0,0,1,False,True,False,True,True,False,False
0,0,1,1,1.5663126948626918,1,0,1,0,1,0,0,1,0.6576997016574979,1.6922685650839493,0.8545766825501682,-0.7141955683307739,0.3333333333333333,1.6360870803565561,0,0,0,False,True,True,False,False,True,False
1,1,0,0,-0.26741022933725495,1,0,1,0,0,1,0,1,0.8021893383787599,-0.010630962560668398,0.8188243701824051,-0.09868693738931081,0.3333333333333333,0.007200016997553932,2,0,1,False,True,True,False,False,True,False
1,0,1,1,0.9550717201293761,1,1,1,0,0,0,1,0,0.12458276616870469,0.6651890899938219,0.24878069925892574,-0.43563440142558524,0.5,0.6811630918233195,1,0,0,False,True,False,False,False,False,False
1,0,0,0,-0.9194006023861249,1,0,1,0,0,0,0,1,0.5314788695791545,-0.6521051610380113,0.49195238148385123,0.10931305620886722,0.16666666666666666,-0.6561175996918084,2,1,1,False,True,True,False,True,False,False
1,0,0,0,1.607062093178246,1,1,1,1,1,1,1,0,1.6624839570179963,2.682255396743351,1.8260077673844204,-0.6505237455827763,1.0,2.631481405606698,0,0,0,False,True,True,False,True,False,False
0,0,0,0,-0.715653610808353,1,0,0,1,1,1,1,1,1.207424641367126,-0.3286871953902471,1.2365090915254977,-0.162523182564149,0.6666666666666666,-0.3436822012876572,2,0,0,False,False,True,False,False,True,False
1,0,1,1,1.4033151016004741,1,1,0,0,1,0,1,1,0.9749125822754403,1.7753534494509964,1.1100283802328879,-0.5170345890712245,0.5,1.7683415013776163,1,0,0,False,True,True,False,True,False,False
1,0,0,0,-0.6749042124927986,1,1,0,0,0,0,0,1,-0.49323499084634564,-0.6766284963867615,-0.4743399762434608,-0.039973206527133036,0.16666666666666666,-0.6594608014205962,2,0,0,False,False,False,False,False,True,False
1,0,0,0,0.8735729234982674,1,0,1,1,0,1,0,1,0.9881989856521083,1.2393120135214164,1.1056471584320156,-0.45665635428935175,0.5,1.238290064127237,1,0,1,False,True,True,False,False,False,False
0,0,0,0,-0.8786512040705705,1,0,0,0,1,0,0,1,0.29398440922121827,-0.6045527437488578,0.5842073949114082,-1.0181278244225749,0.16666666666666666,-0.6550838465256701,2,1,0,False,False,True,False,False,True,False
1,0,1,1,-0.9194006023861249,1,1,1,0,0,1,0,0,0.1760675792532921,-0.7144682665216608,0.06983270698581721,0.3581134146840135,0.5,-0.7031863608734263,1,1,0,False,True,False,False,False,True,False
1,0,1,0,1.0773199150760393,1,1,1,1,0,1,1,1,1.4665095072121475,1.8704143353996465,1.634870899976606,-0.6571788195135531,0.8333333333333334,1.820425065152416,1,0,0,False,True,True,False,True,False,False
0,0,0,0,-0.30815962765280935,1,0,0,0,0,0,0,1,-1.469785639031425,-0.792147469440865,-1.3130342756727431,-0.4662651411789667,0.0,-0.7842370080483152,0,0,1,False,False,False,True,False,False,True
0,0,0,0,-1.163896992279451,1,0,0,0,0,0,0,0,-1.4714464394535083,-0.979522451984586,-1.4634820570964013,0.0480382571794498,0.0,-0.9760092177410848,2,1,1,False,False,False,True,False,False,True
0,0,1,1,-0.8786512040705705,1,0,0,0,0,0,0,0,-1.5063232483172613,-0.9124128944979525,-1.3259659383306657,-0.5459725986799651,0.0,-0.9173492242497882,0,1,1,False,False,False,True,False,False,True
0,0,1,0,0.9958211184449305,1,1,1,1,1,1,0,1,1.263891855717964,1.5926589959657735,1.4016340767990576,-0.540951745050862,0.8333333333333334,1.571444515350586,2,0,0,False,True,True,False,False,True,False
1,1,0,0,1.4848138982315828,1,1,0,1,1,1,1,0,1.5030471164979835,2.2702589680213827,1.549251037243196,-0.23687046500946068,0.8333333333333334,2.3339584464927974,0,0,0,False,True,True,False,True,False,False
0,1,0,0,-0.715653610808353,1,0,0,0,0,0,0,0,0.3537732244162235,-0.5076899639842604,0.4035180865688631,-0.19008913137247405,0.0,-0.5132617100307761,2,0,1,False,True,True,False,False,True,False
1,0,1,1,0.8735729234982674,1,0,1,1,0,0,0,1,-0.17270050938423626,0.4151433615588504,-0.01006957953297924,-0.5531950057803282,0.3333333333333333,0.40807629797707223,0,0,1,False,True,False,False,False,False,False
0,0,0,0,1.0773199150760393,1,0,0,0,0,0,0,0,-1.3286176031543302,-0.3477828749763259,-1.1177693159280497,-0.6604773091145499,0.0,-0.36358744842287416,0,0,1,False,True,False,True,False,False,True
1,0,1,0,1.4033151016004741,1,1,1,1,0,0,1,0,0.335504419773305,1.2141294487278071,0.4955199165598487,-0.5702539170872986,0.6666666666666666,1.2009869711533938,1,0,0,False,True,False,False,False,False,True
0,0,0,0,-1.163896992279451,1,1,0,0,0,0,0,1,0.5015844619816519,-0.8638936073563392,0.258373545390929,0.8147957255710413,0.16666666666666666,-0.8714901742200342,2,1,0,False,True,True,False,False,True,False
1,0,1,1,1.607062093178246,1,0,1,1,1,1,1,1,1.4681703076342307,2.3774496757554355,1.515122028563021,-0.23766387301971897,0.8333333333333334,2.446197646637563,0,0,0,False,True,True,False,False,False,False
1,0,1,0,1.4848138982315828,1,0,0,0,0,0,0,1,-1.2854367921801602,-0.23657086762863364,-1.1171616131851405,-0.5155591782364929,0.0,-0.21415512904534487,1,0,1,False,True,False,True,False,True,False
1,0,1,0,0.6698259319204956,1,1,1,1,0,0,1,0,0.22589159191579616,0.5142914700656254,0.3307228942525693,-0.3739045325799941,0.6666666666666666,0.5352059426638722,1,0,0,False,True,False,False,False,True,False
1,0,0,0,1.3625657032849199,0,1,0,1,1,1,1,1,-0.1212156962996486,0.8313149100982582,0.10647786106183786,-0.7806998703926522,0.8333333333333334,0.768746179218274,0,0,0,True,False,False,False,False,False,False
1,0,0,0,-1.041648797332788,1,0,0,0,0,0,0,1,0.1611203754545408,-0.785093714380875,0.1667915733753192,-0.02787412492348,0.0,-0.7973458779848781,2,1,1,False,False,True,False,False,False,False
0,0,1,1,1.1995681100227022,1,1,1,0,0,1,0,1,0.9948421873404423,1.5338117808547047,1.066753238514789,-0.29961805902460414,0.5,1.5771851446348868,1,0,0,False,True,True,False,True,False,False
1,1,1,0,0.22158255044939748,1,1,1,0,0,0,1,0,0.9965029877625257,0.5666782366170773,1.071635636620217,-0.3108374114089443,0.5,0.5755883003879146,1,0,0,False,True,True,False,True,False,False
0,0,1,1,-0.5526560175461356,1,0,0,1,1,1,1,0,1.2721958578283812,-0.1270728568375744,1.3514671676085137,-0.3392986645375421,0.6666666666666666,-0.14905067432684524,2,0,0,False,True,True,False,False,True,False
1,0,0,0,1.2403175083382567,1,0,0,0,0,0,0,0,-1.3551904099076655,-0.3004502008354586,-1.1141902973700482,-0.7633195027456123,0.0,-0.34176865819289054,0,0,1,False,True,False,True,False,False,True
0,1,0,0,-0.4711572209150268,1,0,0,0,0,0,0,0,-1.4780896411418423,-0.8228455872564601,-1.3026511888671115,-0.5304225762752685,0.0,-0.8230577386490422,1,0,1,False,False,False,True,False,False,False
0,0,0,0,-1.2861451872261143,1,0,0,0,0,0,0,0,-0.6825662389638609,-0.992091760066562,-1.2143005593210112,1.8727627044505888,0.0,-0.9928791896225341,2,1,1,False,False,False,False,False,False,True
1,1,0,0,0.01783555887162562,0,1,1,1,0,1,1,1,-0.18432611233882035,-0.18334907711369372,-0.12772255542616218,-0.18616004817128767,0.8333333333333334,-0.14942458504651224,2,0,0,True,False,False,False,False,False,False
0,1,0,0,1.4033151016004741,1,0,0,1,0,1,1,1,1.2090854417892098,1.994920803218659,1.3504421848147599,-0.5506292898813713,0.5,1.9761258877714227,2,0,1,False,True,True,False,True,False,False
0,0,1,0,-0.6341548141772443,0,1,0,1,0,0,0,0,-1.016387123802638,-0.7511214236558144,-0.8639884952565358,-0.47450532399171264,0.3333333333333333,-0.7551819456553632,2,0,0,True,False,False,False,False,False,True
1,0,1,1,-1.0008993990172337,1,1,1,0,0,0,0,0,-0.34376295285883346,-0.7996846594270849,-0.1881788957963968,-0.5200558946721374,0.3333333333333333,-0.8201104423881371,2,1,0,False,False,False,False,False,False,True
1,0,0,0,1.3218163049693654,1,1,1,1,0,1,1,1,1.5296199232513188,2.111802183792138,1.5820563611864922,-0.25977507888443196,0.8333333333333334,2.162839305374579,2,0,0,False,True,True,False,True,False,False
0,1,1,0,1.4848138982315828,1,1,1,0,0,0,0,1,0.6610213025016651,1.5310869658159543,0.7630239270125824,-0.3864737974432169,0.3333333333333333,1.564516169662638,2,0,0,False,True,True,False,True,False,False
0,0,0,0,1.2810669066538112,1,0,0,1,1,1,1,1,1.3170374692246352,2.0163457601765726,1.5269224562840384,-0.7930113462253495,0.6666666666666666,1.9338079922043976,1,0,0,False,True,True,False,True,False,False
0,0,0,0,0.9143223218138218,1,0,1,0,1,0,1,1,-0.02655007224089085,0.582521717608519,0.17798148445870415,-0.7055117895852949,0.5,0.5408365982070938,1,0,0,False,False,False,False,False,True,False
1,0,1,1,1.5663126948626918,1,1,1,1,0,1,0,1,1.129367021529203,2.0918714802425713,1.2678113014534174,-0.5364698072104275,0.6666666666666666,2.079589183378119,0,0,0,False,True,True,False,True,False,False
1,0,1,0,0.3030813470805062,1,0,0,0,1,0,0,1,0.4600644514295651,0.36258080048876945,0.5540089581864708,-0.34830457551782307,0.16666666666666666,0.37499619666064543,2,0,0,False,True,True,False,True,False,False
0,0,0,0,-0.38965842428391806,1,0,0,1,1,1,0,1,1.0596134038016976,-0.09510022876191906,0.9018197275157914,0.4909311680332219,0.5,-0.03203861381927145,2,0,0,False,True,True,False,True,False,False
1,0,0,0,1.607062093178246,1,0,0,0,0,0,0,1,-1.4564992356547573,-0.3878200765940882,-1.305307086787257,-0.44773441230508776,0.0,-0.342560469128656,0,0,1,False,False,False,True,False,False,False
1,0,0,0,-0.9194006023861249,1,0,0,0,0,0,0,0,-1.5328960550705968,-0.9399027623485677,-1.4560748831041526,-0.18677993238965615,0.0,-0.9295123200130754,2,1,1,False,False,False,True,False,False,True
0,0,1,0,-1.1231475939638966,1,0,1,0,0,0,0,1,0.5414436721116551,-0.8286687806860468,0.3288358993252268,0.7069822368984758,0.16666666666666666,-0.8336152177925827,2,1,1,False,True,True,False,False,True,False
1,1,1,0,1.607062093178246,1,1,1,0,0,1,1,1,1.3901126877963075,2.362485167357139,1.4998590202624393,-0.4506778785635116,0.6666666666666666,2.3717674186756024,1,0,0,False,True,True,False,False,False,False
1,0,0,0,-1.2861451872261143,1,0,0,0,0,0,0,1,-1.498019246206844,-1.0028811486474187,-1.615968699201893,0.48456979523129945,0.0,-1.0036786109964473,2,1,1,False,False,False,True,False,False,True
0,0,1,1,-1.1231475939638966,1,0,0,0,0,0,0,1,-1.298723195556828,-0.9522962759119145,-1.205301884089464,-0.2561767265924353,0.0,-0.9554661229076125,2,1,1,False,True,False,True,False,False,False
1,0,1,0,1.3218163049693654,1,0,1,1,1,1,1,1,1.4166854945496432,2.1011885897299103,1.5700829172833592,-0.6029036724426154,0.8333333333333334,2.0656225182611436,0,0,0,False,True,True,False,False,False,False
0,0,1,0,0.01783555887162562,1,0,0,1,0,1,1,1,1.023075794515861,0.3229830851675797,0.9810874696289796,0.09257618231290209,0.5,0.3782514193965705,1,0,1,False,False,True,False,False,True,False
1,0,1,1,-1.2861451872261143,1,0,0,0,0,0,0,1,-1.4780896411418423,-1.0026174568694752,-1.6061519625856595,0.518497116841547,0.0,-1.0034146740178589,2,1,1,False,False,False,True,False,False,True
1,0,1,1,-0.9194006023861249,1,0,0,0,0,0,0,0,-1.292079993868494,-0.912500791757267,-1.2705980564307737,-0.00789041844471535,0.0,-0.8976199351002969,0,1,1,False,True,False,True,True,False,False
1,0,1,1,1.5255632965471373,1,0,1,1,0,1,1,1,1.3784870848417234,2.239253209798187,1.4675696654807402,-0.37866550742943156,0.6666666666666666,2.2669844381759625,1,0,1,False,True,True,False,False,True,False
1,0,0,0,0.14008375381828872,1,0,1,1,0,1,1,1,1.3220198704908854,0.6964145913653038,1.4955830518696223,-0.6677365333329587,0.6666666666666666,0.6472032005782641,1,0,1,False,True,True,False,False,False,False
1,0,0,0,-0.4711572209150268,1,0,1,1,0,0,1,1,0.8320837459762621,-0.1929079040641474,0.829291148841689,-0.033078884488688495,0.5,-0.18056914851995676,2,0,1,False,False,True,False,False,True,False
0,0,1,0,1.607062093178246,0,1,1,1,0,0,0,0,-0.760623858801784,0.29013148449877907,-0.6138322966410662,-0.46826121647567065,0.5,0.3209770950428634,0,0,0,True,False,False,False,False,False,False
0,0,0,0,-1.2861451872261143,1,0,0,0,0,0,0,0,-1.4963584457847605,-1.0028591743325903,-1.6151506378172067,0.4873970720321535,0.0,-1.0036566162482317,2,1,1,False,False,False,True,False,True,False
1,0,0,0,-0.5526560175461356,1,1,1,0,0,0,1,1,1.0014853890287763,-0.22527606980671822,0.9858755347922898,0.0025191006857012374,0.5,-0.217168409550897,2,0,0,False,True,True,False,False,True,False
1,0,1,1,1.5255632965471373,1,0,1,1,1,1,1,1,1.5013863160759,2.367934797434639,1.6025152279799482,-0.4266097506439129,0.8333333333333334,2.380917233933337,0,0,0,False,True,True,False,False,True,False
1,0,0,0,-1.041648797332788,1,1,1,0,1,1,1,1,0.448438848474981,-0.7606582762914395,0.39421263831805825,0.16438069753459048,0.8333333333333334,-0.770710237895654,2,1,0,False,False,False,False,False,True,False
0,0,0,0,1.1180693133915935,1,0,0,1,0,1,0,1,0.8154757417554275,1.2874137886812855,0.8646348143290958,-0.21177457617902337,0.3333333333333333,1.3511231224738258,0,0,1,False,True,True,False,False,True,False
0,0,0,1,-0.4711572209150268,1,0,0,0,0,0,0,0,-1.5079840487393448,-0.8371508662098976,-1.3510655489971715,-0.4648811595281993,0.0,-0.8313717534745804,0,0,1,False,False,False,True,False,False,True
1,0,1,1,0.14008375381828872,1,0,0,0,0,0,0,0,-1.5212704521160125,-0.7027120080883442,-1.3199189170141346,-0.6177625055557024,0.0,-0.7083771214523338,2,0,1,False,False,False,True,False,False,False
0,0,0,0,-1.2861451872261143,1,0,1,0,0,0,0,0,-0.47662698662551095,-0.9893669450278119,-1.1128609476199334,2.223345027756478,0.16666666666666666,-0.990151840843786,2,1,1,False,False,False,False,False,False,True
0,0,1,0,1.607062093178246,1,0,0,1,0,1,1,1,0.9848773848079415,1.9537409372298085,1.0829614910419902,-0.3895622238820376,0.5,1.9853636820220206,2,0,1,False,False,True,False,False,True,False
1,0,1,1,-1.2453957889105598,1,0,1,0,0,0,0,1,0.28401960668871756,-0.9477256184275595,-0.35560879252882127,2.196014685348223,0.16666666666666666,-0.9477239715356828,2,1,1,False,False,True,False,False,False,False
1,0,0,0,-1.2861451872261143,1,0,0,0,0,0,0,0,-1.498019246206844,-1.0028811486474187,-1.615968699201893,0.48456979523129945,0.0,-1.0036786109964473,2,1,1,False,False,False,True,False,False,True
